Order_ID,Order_Date,Order_Time,Order_Month,Order_DayOfWeek,Order_Status,Customer_ID,Customer_Name,Customer_Phone,Customer_Type,Delivery_Country,Delivery_City,Delivery_Area,Delivery_Address,Delivery_Latitude,Delivery_Longitude,Restaurant_ID,Restaurant_Brand,Restaurant_Category,Restaurant_Cuisine,Restaurant_Founded,Restaurant_Country,Restaurant_City,Restaurant_Area,Restaurant_Address,Restaurant_Latitude,Restaurant_Longitude,Restaurant_Rating,Restaurant_OnFoodpanda_Since,Restaurant_IsChain,Product_Name,Product_Category,Quantity,Unit_Price_USD,Unit_Cost_USD,Order_Subtotal_USD,Delivery_Fee_USD,Discount_USD,Promo_Code,Net_Order_Value_USD,Food_Cost_USD,Restaurant_Commission_USD,Packaging_Cost_USD,Rider_Salary_Cost_USD,Marketing_Cost_USD,Platform_Fee_USD,Gross_Revenue_USD,Total_Cost_USD,Gross_Profit_USD,Foodpanda_Net_Rev_USD,Profit_Margin_Pct,Payment_Method,Payment_Status,Rider_ID,Rider_Name,Delivery_Time_Min,On_Time,Rider_Rating,Customer_Rating,Panda_Pro_Member,App_Platform,Is_Late_Night_Order,Is_Weekend
FP-002148,2024-02-02,07:39,Feb-2024,Friday,Delivered,CUST-00435,Zara Ahmed,+67245737277,Loyal,Pakistan,Karachi,Clifton,"168 Avenue 14, Clifton",24.81453,67.016164,REST-0010,Starbucks,Cafe,Coffee,1971,Pakistan,Karachi,DHA,48 Park Lane,24.826927,67.032031,4.9,2016,Yes,Espresso,Coffee,1,4.53,1.45,4.53,2.47,0.0,,7.0,1.45,0.7,0.53,1.1,0.16,0.18,7.0,3.24,3.76,1.56,53.71,Credit Card,Paid,RIDER-0046,Lena Liu,60,No,4.5,4.8,No,Android,No,No
FP-003303,2024-02-02,05:58,Feb-2024,Friday,Delivered,CUST-00450,Sofia Khan,+83694875990,Loyal,Cambodia,Phnom Penh,BKK1,"70 Lane 4, BKK1",11.592165,104.931136,REST-0157,Domino's,Fast Food,Italian,1960,Cambodia,Phnom Penh,Toul Kork,134 Commerce Blvd,11.532751,104.886098,4.8,2021,Yes,Garlic Bread,Italian,1,3.62,1.11,3.62,2.87,0.0,PANDAPRO,6.49,1.11,0.47,0.19,1.55,0.19,0.14,6.49,3.04,3.45,1.55,53.16,Cash on Delivery,Paid,RIDER-0134,Omar Costa,34,Yes,3.7,2.8,Yes,iOS,No,No
FP-001072,2024-02-02,17:30,Feb-2024,Friday,Delivered,CUST-00258,Emma Rahman,+98261462131,Returning,Singapore,Singapore,Bugis,"83 Avenue 19, Bugis",1.266705,103.825098,REST-0073,Yoshinoya,Fast Food,Japanese,1899,Singapore,Singapore,Orchard,188 Commerce Blvd,1.272729,103.800247,4.3,2021,Yes,Tonkotsu Ramen,Japanese,5,21.72,6.29,108.6,1.08,0.0,,109.68,31.45,20.7,0.89,3.26,4.67,2.36,109.68,40.27,69.41,15.32,63.28,Cash on Delivery,Paid,RIDER-0056,Wei Wang,43,No,2.7,2.4,No,iOS,No,No
FP-000889,2024-02-02,09:09,Feb-2024,Friday,Late Delivered,CUST-00628,Sofia Suzuki,+66761078179,Returning,Taiwan,Taipei,Xinyi,"230 Avenue 18, Xinyi",25.065159,121.584156,REST-0125,Domino's,Fast Food,Italian,1960,Taiwan,Taipei,Xinyi,71 Food Ave,25.032666,121.545394,4.0,2017,Yes,Tiramisu,Italian,3,7.57,2.13,22.71,2.37,4.49,PANDA20,20.59,6.39,4.51,0.64,1.21,1.5,0.54,25.08,9.74,10.85,4.07,43.26,FoodPanda Credits,Paid,RIDER-0109,Priya Silva,68,No,2.8,4.0,No,Android,No,No
FP-000886,2024-02-02,21:50,Feb-2024,Friday,Late Delivered,CUST-00106,Hassan Rahman,+89528133274,Returning,Philippines,Manila,Makati,"29 Avenue 10, Makati",14.564886,121.022453,REST-0101,Shawarma Zone,Fast Food,Middle Eastern,2011,Philippines,Manila,Quezon City,30 Market Rd,14.51029,121.007391,4.5,2016,No,Fattoush Salad,Middle Eastern,2,5.68,1.99,11.36,1.16,2.05,PANDA20,10.47,3.98,1.37,0.39,1.31,0.66,0.4,12.52,6.34,4.13,0.57,32.99,Debit Card,Paid,RIDER-0123,Ahmed Singh,47,No,2.6,2.7,Yes,Android,No,No
FP-003466,2024-02-03,07:40,Feb-2024,Saturday,Delivered,CUST-00061,Aisha Ahmed,+97331875999,Loyal,Pakistan,Lahore,Model Town,"36 Street 20, Model Town",31.52357,74.346002,REST-0019,Seafood Bay,Casual Dining,Seafood,2006,Pakistan,Lahore,Model Town,25 Park Lane,31.513391,74.378438,4.8,2017,No,Salmon Teriyaki,Seafood,1,16.04,5.42,16.04,1.38,0.0,,17.42,5.42,1.98,0.53,0.9,0.98,0.44,17.42,7.83,9.59,1.39,55.05,Digital Wallet,Paid,RIDER-0197,John Ali,36,Yes,5.0,2.7,Yes,iOS,No,Yes
FP-001180,2024-02-03,22:29,Feb-2024,Saturday,Refunded,CUST-00506,David Santos,+80871336275,Loyal,Bangladesh,Chittagong,Nasirabad,"70 Block 2, Nasirabad",22.345396,91.843166,REST-0041,Burger King,Fast Food,American,1953,Bangladesh,Chittagong,Nasirabad,123 Park Lane,22.327699,91.824907,3.9,2020,Yes,Loaded Fries,American,2,5.82,1.54,11.64,1.77,0.0,PANDAPRO,13.41,3.08,1.98,0.46,1.33,0.74,0.3,13.41,5.61,7.8,1.52,58.17,FoodPanda Credits,Refunded,RIDER-0182,Fatima Sharma,48,No,3.9,3.9,No,Android,Yes,Yes
FP-003079,2024-02-03,19:24,Feb-2024,Saturday,Delivered,CUST-00056,Kim Chen,+81361530104,Loyal,Cambodia,Phnom Penh,BKK1,"6 Street 16, BKK1",11.609738,104.924735,REST-0158,Pho Saigon,Casual Dining,Vietnamese,2009,Cambodia,Phnom Penh,BKK1,122 Food Ave,11.596689,104.927482,3.3,2022,No,Vietnamese Iced Coffee,Vietnamese,2,3.2,0.88,6.4,0.92,0.0,,7.32,1.76,1.04,0.28,1.77,0.26,0.21,7.32,4.07,3.25,-0.14,44.4,Credit Card,Paid,RIDER-0074,Min Wang,53,No,4.4,2.8,No,Android,No,Yes
FP-002794,2024-02-03,10:43,Feb-2024,Saturday,Delivered,CUST-00594,Nina Liu,+63857820386,Loyal,Hong Kong,Hong Kong,Central,"135 Block 7, Central",22.330623,114.169245,REST-0146,Pho Saigon,Casual Dining,Vietnamese,2009,Hong Kong,Hong Kong,Mong Kok,42 Commerce Blvd,22.280143,114.167949,3.3,2022,No,Che Dau Trang,Vietnamese,3,10.03,3.22,30.09,3.93,0.0,FLASHDEAL,34.02,9.66,6.33,1.06,1.84,1.15,1.05,34.02,13.71,20.31,7.26,59.7,Cash on Delivery,Paid,RIDER-0028,Ahmed Wong,58,No,4.0,4.8,No,iOS,No,Yes
FP-000576,2024-02-03,02:36,Feb-2024,Saturday,Late Delivered,CUST-00092,Emma Sharma,+98259272239,Returning,Bangladesh,Chittagong,Agrabad,"220 Avenue 11, Agrabad",22.361533,91.781153,REST-0041,Burger King,Fast Food,American,1953,Bangladesh,Chittagong,Nasirabad,123 Park Lane,22.327699,91.824907,3.9,2020,Yes,Crispy Chicken Sandwich,American,2,8.32,2.34,16.64,0.59,0.0,,17.23,4.68,3.46,0.51,1.08,1.1,0.52,17.23,7.37,9.86,1.88,57.23,Credit Card,Paid,RIDER-0068,Nina Chaudhry,52,No,3.1,4.4,Yes,Web,Yes,Yes
FP-002179,2024-02-03,22:26,Feb-2024,Saturday,Late Delivered,CUST-00559,Maria Singh,+90657629251,New,Philippines,Cebu,IT Park,"113 Lane 12, IT Park",10.328938,123.874539,REST-0112,Starbucks,Cafe,Coffee,1971,Philippines,Cebu,IT Park,130 Market Rd,10.315846,123.92479,4.3,2019,Yes,Vanilla Frappuccino,Coffee,3,7.1,2.66,21.3,1.39,4.25,PANDA20,18.44,7.98,4.27,0.43,0.79,1.03,0.6,22.69,10.23,8.21,4.01,36.18,Digital Wallet,Paid,RIDER-0177,Fatima Chen,50,No,3.1,4.0,Yes,iOS,Yes,Yes
FP-003071,2024-02-03,08:02,Feb-2024,Saturday,Delivered,CUST-00165,Hassan Sharma,+82561616250,New,Thailand,Bangkok,Chatuchak,"45 Lane 4, Chatuchak",13.774847,100.516709,REST-0053,Yoshinoya,Fast Food,Japanese,1899,Thailand,Bangkok,Sukhumvit,148 Main St,13.720578,100.545233,4.6,2020,Yes,Chicken Teriyaki,Japanese,1,13.62,3.44,13.62,2.1,0.0,FREEDELIVERY,15.72,3.44,2.53,0.58,1.46,0.66,0.28,15.72,6.14,9.58,2.21,60.94,Cash on Delivery,Paid,RIDER-0057,Emily Cruz,21,Yes,4.0,3.1,Yes,Android,No,Yes
FP-000774,2024-02-03,16:41,Feb-2024,Saturday,Delivered,CUST-00783,Sofia Tan,+93442238518,Loyal,Singapore,Singapore,Bugis,"299 Avenue 13, Bugis",1.268066,103.846156,REST-0072,Momo Magic,Fast Food,Nepalese,2017,Singapore,Singapore,Bugis,178 Food Ave,1.249309,103.851561,4.0,2019,No,Chhoila,Nepalese,2,13.33,4.45,26.66,4.94,0.0,LUNCHSPECIAL,31.6,8.9,3.94,0.58,2.23,1.13,0.77,31.6,12.84,18.76,5.71,59.37,Cash on Delivery,Paid,RIDER-0172,Thanh Chen,18,Yes,4.2,4.6,No,iOS,No,Yes
FP-003210,2024-02-03,10:27,Feb-2024,Saturday,Delivered,CUST-00174,Ahmed Suzuki,+68920511515,Returning,Hong Kong,Hong Kong,Mong Kok,"79 Lane 8, Mong Kok",22.32476,114.151515,REST-0141,Din Tai Fung,Fine Dining,Chinese,1958,Hong Kong,Hong Kong,Central,128 Market Rd,22.350881,114.181138,3.8,2016,Yes,Beef in Black Bean Sauce,Chinese,1,27.09,7.64,27.09,2.54,0.0,,29.63,7.64,5.77,0.66,4.33,1.3,1.08,29.63,13.93,15.7,3.1,52.99,Credit Card,Paid,RIDER-0099,Anusha Hassan,29,Yes,4.4,2.5,No,Android,No,Yes
FP-000293,2024-02-04,04:16,Feb-2024,Sunday,Delivered,CUST-00370,John Liu,+90778321204,Loyal,Hong Kong,Hong Kong,Mong Kok,"186 Lane 7, Mong Kok",22.302127,114.142768,REST-0149,Dragon Palace,Fine Dining,Chinese,2001,Hong Kong,Hong Kong,Mong Kok,156 Commerce Blvd,22.34045,114.163132,3.5,2016,No,Mapo Tofu,Chinese,3,17.3,5.27,51.9,2.56,12.5,DINNER25,41.96,15.81,9.81,0.41,3.76,3.36,1.76,54.46,23.34,18.62,6.6,34.19,FoodPanda Credits,Paid,RIDER-0055,Fatima Khan,29,Yes,4.2,4.1,No,Android,No,Yes
FP-002152,2024-02-04,04:58,Feb-2024,Sunday,Late Delivered,CUST-00392,Juan Hassan,+93386389162,New,Hong Kong,Hong Kong,Central,"254 Lane 19, Central",22.36027,114.120722,REST-0149,Dragon Palace,Fine Dining,Chinese,2001,Hong Kong,Hong Kong,Mong Kok,156 Commerce Blvd,22.34045,114.163132,3.5,2016,No,Kung Pao Chicken,Chinese,2,22.14,6.93,44.28,3.47,0.0,,47.75,13.86,8.35,0.75,2.51,2.72,1.55,47.75,19.84,27.91,7.39,58.45,Credit Card,Paid,RIDER-0027,Carlos Liu,18,Yes,4.2,2.4,No,Android,No,Yes
FP-000908,2024-02-04,09:15,Feb-2024,Sunday,Delivered,CUST-00748,John Malik,+61420364823,Returning,Pakistan,Lahore,Model Town,"110 Avenue 6, Model Town",31.506689,74.306866,REST-0015,McDonald's,Fast Food,American,1940,Pakistan,Lahore,Model Town,65 Food Ave,31.48489,74.319193,3.7,2019,Yes,Crispy Chicken Sandwich,American,4,8.8,2.54,35.2,1.47,0.0,PANDAPRO,36.67,10.16,6.17,0.39,2.14,2.16,0.85,36.67,14.85,21.82,3.8,59.5,Cash on Delivery,Paid,RIDER-0129,Sofia Suzuki,63,No,4.7,3.3,Yes,Android,No,Yes
FP-000139,2024-02-04,22:32,Feb-2024,Sunday,Late Delivered,CUST-00285,Fatima Nguyen,+69274211616,Loyal,Taiwan,Taichung,Beitun,"290 Street 3, Beitun",24.119377,120.693881,REST-0134,Jollibee,Fast Food,Filipino,1978,Taiwan,Taichung,Beitun,139 Food Ave,24.11421,120.714837,3.5,2016,Yes,Halo-Halo,Filipino,1,6.87,1.97,6.87,4.47,0.0,FLASHDEAL,11.34,1.97,1.16,0.56,2.14,0.21,0.27,11.34,4.88,6.46,2.99,56.97,Credit Card,Paid,RIDER-0044,Aisha Lee,53,No,4.0,4.2,No,Android,Yes,Yes
FP-003153,2024-02-04,23:32,Feb-2024,Sunday,Late Delivered,CUST-00374,Juan Rahman,+78316456682,Returning,Singapore,Singapore,Bugis,"112 Avenue 10, Bugis",1.274341,103.846261,REST-0077,Pho Saigon,Casual Dining,Vietnamese,2009,Singapore,Singapore,Marina,113 Commerce Blvd,1.285958,103.812424,3.2,2019,No,Banh Mi Sandwich,Vietnamese,2,10.22,3.29,20.44,4.78,0.0,LUNCHSPECIAL,25.22,6.58,3.11,0.76,2.44,0.62,0.81,25.22,10.4,14.82,4.88,58.76,Debit Card,Paid,RIDER-0112,Wei Ali,21,Yes,4.9,2.9,Yes,Android,Yes,Yes
FP-001041,2024-02-04,04:29,Feb-2024,Sunday,Late Delivered,CUST-00495,Juan Park,+61634764290,Returning,Singapore,Singapore,Tanjong Pagar,"126 Block 10, Tanjong Pagar",1.279052,103.879432,REST-0079,Wok & Roll,Fast Food,Chinese,2009,Singapore,Singapore,Orchard,96 Market Rd,1.249334,103.836044,3.3,2021,No,Beef in Black Bean Sauce,Chinese,3,23.15,7.49,69.45,5.26,0.0,FLASHDEAL,74.71,22.47,13.82,0.48,1.77,2.59,2.37,74.71,27.31,47.4,16.61,63.45,Debit Card,Paid,RIDER-0071,Emma Ahmed,54,No,3.6,4.4,Yes,Android,No,Yes
FP-001502,2024-02-04,14:13,Feb-2024,Sunday,Cancelled,CUST-00265,Emma Ahmed,+65432411019,Loyal,Thailand,Bangkok,Sukhumvit,"74 Lane 12, Sukhumvit",13.777913,100.481702,REST-0055,TGI Fridays,Casual Dining,American,1965,Thailand,Bangkok,Chatuchak,100 Park Lane,13.752772,100.533911,3.9,2016,Yes,Chicken McNuggets 10pc,American,1,7.76,2.62,7.76,3.04,1.08,SAVE15,9.72,2.62,1.62,0.41,2.24,0.37,0.27,10.8,5.64,4.08,1.91,37.78,Debit Card,Refunded,RIDER-0004,Lena Patel,0,N/A,3.1,,No,Android,No,Yes
FP-003201,2024-02-04,16:50,Feb-2024,Sunday,Delivered,CUST-00588,Zara Khan,+61573561557,New,Thailand,Chiang Mai,Nimman,"54 Block 15, Nimman",18.766841,98.96902,REST-0068,Peri Peri,Casual Dining,Chicken,2012,Thailand,Chiang Mai,Nimman,16 Park Lane,18.801615,99.018485,3.8,2018,No,Grilled Chicken Wrap,Chicken,1,9.8,2.84,9.8,1.44,0.0,,11.24,2.84,1.75,0.45,0.97,0.52,0.2,11.24,4.78,6.46,1.45,57.47,Digital Wallet,Paid,RIDER-0015,Reza Cruz,75,No,3.6,3.7,Yes,Android,No,Yes
FP-001867,2024-02-04,07:07,Feb-2024,Sunday,Late Delivered,CUST-00096,Nina Park,+80508992977,New,Pakistan,Karachi,Clifton,"251 Street 1, Clifton",24.858203,67.027834,REST-0002,Domino's,Fast Food,Italian,1960,Pakistan,Karachi,Clifton,179 Park Lane,24.884688,67.035433,4.4,2019,Yes,Garlic Bread,Italian,2,3.9,1.08,7.8,2.04,0.0,FLASHDEAL,9.84,2.16,1.46,0.45,1.78,0.24,0.26,9.84,4.63,5.21,1.29,52.95,Digital Wallet,Paid,RIDER-0064,Anusha Santos,74,No,4.9,3.9,No,Android,No,Yes
FP-003228,2024-02-05,22:54,Feb-2024,Monday,Cancelled,CUST-00328,Hassan Park,+68914799481,Returning,Bangladesh,Chittagong,GEC,"203 Block 6, GEC",22.291468,91.823145,REST-0042,Peri Peri,Casual Dining,Chicken,2012,Bangladesh,Chittagong,GEC,140 Main St,22.38235,91.866963,4.5,2018,No,Grilled Chicken Wrap,Chicken,3,9.08,2.89,27.24,1.92,0.0,,29.16,8.67,5.83,0.37,0.87,1.52,0.99,29.16,11.43,17.73,5.98,60.8,Digital Wallet,Refunded,RIDER-0140,Hassan Yamamoto,0,N/A,3.9,,Yes,Android,Yes,No
FP-002012,2024-02-05,15:56,Feb-2024,Monday,Delivered,CUST-00124,Zara Lee,+63408839723,Loyal,Hong Kong,Hong Kong,Mong Kok,"240 Block 16, Mong Kok",22.282216,114.205828,REST-0143,Tim Hortons,Cafe,Coffee,1964,Hong Kong,Hong Kong,Tsim Sha Tsui,3 Food Ave,22.33391,114.208665,3.6,2021,Yes,Caffe Latte,Coffee,2,9.82,3.13,19.64,7.0,0.0,,26.64,6.26,2.71,0.99,4.19,1.01,0.71,26.64,12.45,14.19,4.23,53.27,Cash on Delivery,Paid,RIDER-0177,Fatima Chen,63,No,3.5,2.1,No,Android,No,No
FP-000360,2024-02-05,08:04,Feb-2024,Monday,Delivered,CUST-00580,Sara Costa,+63726553348,Returning,Malaysia,Kuala Lumpur,Bukit Bintang,"211 Lane 9, Bukit Bintang",3.182574,101.701767,REST-0086,Crispy Wings,Fast Food,American,2016,Malaysia,Kuala Lumpur,Bukit Bintang,90 Commerce Blvd,3.175245,101.708957,3.7,2017,No,BBQ Bacon Burger,American,2,13.73,4.01,27.46,0.83,0.0,,28.29,8.02,4.03,0.31,1.45,1.39,0.72,28.29,11.17,17.12,2.43,60.52,Digital Wallet,Paid,RIDER-0079,Thanh Nguyen,30,Yes,4.0,4.0,No,Android,No,No
FP-000607,2024-02-05,04:49,Feb-2024,Monday,Delivered,CUST-00455,Maria Wang,+64432098383,New,Bangladesh,Dhaka,Dhanmondi,"176 Block 19, Dhanmondi",23.786228,90.443104,REST-0031,Biryani House,Fast Food,Pakistani,2008,Bangladesh,Dhaka,Gulshan,147 Park Lane,23.76847,90.450114,3.5,2019,No,Beef Nihari,Pakistani,1,12.08,3.67,12.08,1.36,0.0,,13.44,3.67,1.66,0.15,0.82,0.7,0.34,13.44,5.34,8.1,1.69,60.27,Digital Wallet,Paid,RIDER-0103,Siti Santos,18,Yes,3.4,2.6,Yes,Android,No,No
FP-000618,2024-02-05,02:56,Feb-2024,Monday,Cancelled,CUST-00681,Emma Rahman,+79725412469,Returning,Hong Kong,Hong Kong,Mong Kok,"155 Block 4, Mong Kok",22.347108,114.215764,REST-0148,Wok & Roll,Fast Food,Chinese,2009,Hong Kong,Hong Kong,Central,87 Park Lane,22.28609,114.1275,4.9,2019,No,Mapo Tofu,Chinese,2,19.52,6.35,39.04,5.93,3.6,WEEKEND10,41.37,12.7,5.35,0.77,2.04,1.49,1.32,44.97,17.0,24.37,8.3,54.19,Cash on Delivery,Refunded,RIDER-0023,David Singh,0,N/A,3.2,,No,iOS,Yes,No
FP-000442,2024-02-05,21:55,Feb-2024,Monday,Refunded,CUST-00624,Priya Khan,+72989006374,New,Cambodia,Phnom Penh,Daun Penh,"107 Street 4, Daun Penh",11.525093,104.895179,REST-0151,Curry Kingdom,Casual Dining,Indian,2010,Cambodia,Phnom Penh,BKK1,76 Park Lane,11.51545,104.880382,4.0,2016,No,Chicken Tikka Masala,Indian,4,9.69,2.87,38.76,1.73,7.15,PANDA20,33.34,11.48,5.41,0.13,1.17,1.89,0.94,40.49,14.67,18.67,4.89,46.11,Debit Card,Refunded,RIDER-0013,Kim Cruz,58,No,4.7,4.8,Yes,Web,No,No
FP-002762,2024-02-06,07:05,Feb-2024,Tuesday,Late Delivered,CUST-00624,Priya Khan,+72989006374,New,Malaysia,Penang,Georgetown,"36 Block 18, Georgetown",5.40231,100.31963,REST-0096,Pad Thai Street,Fast Food,Thai,2010,Malaysia,Penang,Batu Ferringhi,30 Commerce Blvd,5.383864,100.304448,4.2,2016,No,Mango Sticky Rice,Thai,2,8.07,2.33,16.14,1.9,3.84,DINNER25,14.2,4.66,3.52,0.48,1.7,0.54,0.52,18.04,7.38,6.82,3.22,37.8,Cash on Delivery,Paid,RIDER-0057,Emily Cruz,51,No,3.1,2.9,Yes,iOS,No,No
FP-001937,2024-02-06,22:17,Feb-2024,Tuesday,Delivered,CUST-00064,Ahmed Chaudhry,+98103044648,Returning,Taiwan,Taichung,Beitun,"97 Block 7, Beitun",24.180855,120.673604,REST-0138,Momo Magic,Fast Food,Nepalese,2017,Taiwan,Taichung,Xitun,96 Commerce Blvd,24.152629,120.656489,4.2,2018,No,Dal Bhat,Nepalese,2,11.47,3.65,22.94,2.03,3.71,PANDA20,21.26,7.3,3.72,0.7,1.67,1.26,0.54,24.97,10.93,10.33,2.66,41.37,Digital Wallet,Paid,RIDER-0195,Raj Ali,46,No,3.8,4.7,Yes,iOS,Yes,No
FP-002545,2024-02-06,03:50,Feb-2024,Tuesday,Delivered,CUST-00035,Raj Cruz,+84587096273,Loyal,Taiwan,Taichung,Xitun,"117 Lane 11, Xitun",24.130241,120.699796,REST-0132,Biryani House,Fast Food,Pakistani,2008,Taiwan,Taichung,Xitun,46 Market Rd,24.138842,120.713521,4.2,2022,No,Lassi,Pakistani,2,4.21,1.41,8.42,3.05,0.0,FREEDELIVERY,11.47,2.82,1.23,0.57,2.3,0.44,0.31,11.47,6.13,5.34,1.28,46.56,Cash on Delivery,Paid,RIDER-0062,Maria Hassan,62,No,4.4,2.8,Yes,Web,No,No
FP-000211,2024-02-06,05:11,Feb-2024,Tuesday,Delivered,CUST-00650,Emily Khan,+85946066287,Returning,Bangladesh,Dhaka,Banani,"126 Avenue 9, Banani",23.782176,90.379383,REST-0034,Dragon Palace,Fine Dining,Chinese,2001,Bangladesh,Dhaka,Gulshan,118 Main St,23.822503,90.419381,3.4,2016,No,Kung Pao Chicken,Chinese,3,9.97,2.7,29.91,0.96,0.0,,30.87,8.1,5.71,0.52,0.91,1.35,1.04,30.87,10.88,19.99,4.93,64.76,Bank Transfer,Paid,RIDER-0168,Priya Patel,75,No,4.1,2.8,Yes,Web,No,No
FP-001749,2024-02-06,15:47,Feb-2024,Tuesday,Delivered,CUST-00254,Mei Liu,+81201474984,Returning,Bangladesh,Dhaka,Dhanmondi,"42 Block 6, Dhanmondi",23.792465,90.361007,REST-0032,Pasta Palace,Casual Dining,Italian,2012,Bangladesh,Dhaka,Banani,127 Market Rd,23.77695,90.386892,3.3,2019,No,Tiramisu,Italian,3,6.61,1.87,19.83,3.47,0.0,FREEDELIVERY,23.3,5.61,4.18,0.2,1.53,0.83,0.61,23.3,8.17,15.13,5.7,64.94,Debit Card,Paid,RIDER-0053,Wei Costa,29,Yes,4.1,4.4,No,iOS,No,No
FP-002402,2024-02-06,06:19,Feb-2024,Tuesday,Late Delivered,CUST-00667,Ali Sharma,+78709650444,New,Bangladesh,Dhaka,Gulshan,"299 Lane 2, Gulshan",23.849192,90.443856,REST-0033,Subway,Fast Food,American,1965,Bangladesh,Dhaka,Gulshan,93 Food Ave,23.787596,90.389975,4.8,2021,Yes,Crispy Chicken Sandwich,American,2,7.84,2.61,15.68,3.16,3.9,NEWUSER30,14.94,5.22,2.97,0.27,1.1,0.85,0.37,18.84,7.44,7.5,4.28,39.81,Cash on Delivery,Paid,RIDER-0085,Tariq Sharma,64,No,4.4,4.1,No,Android,No,No
FP-000002,2024-02-06,21:26,Feb-2024,Tuesday,Delivered,CUST-00410,Priya Nguyen,+70133436988,Loyal,Bangladesh,Chittagong,GEC,"86 Block 5, GEC",22.375067,91.85999,REST-0042,Peri Peri,Casual Dining,Chicken,2012,Bangladesh,Chittagong,GEC,140 Main St,22.38235,91.866963,4.5,2018,No,Quarter Chicken,Chicken,2,8.12,2.34,16.24,1.49,0.0,,17.73,4.68,2.66,0.4,2.03,0.55,0.59,17.73,7.66,10.07,1.76,56.8,Credit Card,Paid,RIDER-0099,Anusha Hassan,62,No,4.2,2.2,Yes,Web,No,No
FP-003018,2024-02-06,16:16,Feb-2024,Tuesday,Late Delivered,CUST-00500,Reza Kim,+89178354184,Loyal,Malaysia,Penang,Batu Ferringhi,"104 Street 7, Batu Ferringhi",5.37807,100.360782,REST-0093,Thai Express,Fast Food,Thai,2001,Malaysia,Penang,Batu Ferringhi,22 Park Lane,5.436711,100.322358,4.1,2017,Yes,Green Curry,Thai,1,13.62,4.02,13.62,1.73,0.0,FLASHDEAL,15.35,4.02,2.78,0.18,1.93,0.47,0.48,15.35,6.6,8.75,2.41,57.0,Cash on Delivery,Paid,RIDER-0055,Fatima Khan,37,Yes,4.3,4.0,No,Android,No,No
FP-000646,2024-02-06,11:24,Feb-2024,Tuesday,Delivered,CUST-00538,Carlos Sharma,+85492922240,Returning,Bangladesh,Dhaka,Gulshan,"165 Block 11, Gulshan",23.827267,90.39314,REST-0040,La Mexicana,Casual Dining,Mexican,2013,Bangladesh,Dhaka,Dhanmondi,119 Market Rd,23.828171,90.41501,3.9,2018,No,Guacamole & Chips,Mexican,2,6.43,1.74,12.86,1.07,0.0,,13.93,3.48,2.57,0.36,1.21,0.5,0.33,13.93,5.55,8.38,1.9,60.16,Cash on Delivery,Paid,RIDER-0003,Ahmed Wong,69,No,4.6,4.1,No,Android,No,No
FP-002676,2024-02-06,12:29,Feb-2024,Tuesday,Delivered,CUST-00319,Kim Santos,+92501538092,Returning,Philippines,Manila,Makati,"176 Lane 13, Makati",14.546948,120.960767,REST-0107,Seafood Bay,Casual Dining,Seafood,2006,Philippines,Manila,Makati,190 Park Lane,14.536892,120.97916,3.6,2018,No,Lobster Bisque,Seafood,3,13.11,4.68,39.33,0.71,9.32,DINNER25,30.72,14.04,7.78,0.45,1.84,2.33,1.13,40.04,18.66,12.06,5.0,30.12,Cash on Delivery,Paid,RIDER-0151,Wei Silva,35,Yes,3.1,4.6,No,Web,No,No
FP-003062,2024-02-06,16:49,Feb-2024,Tuesday,Late Delivered,CUST-00511,Emma Costa,+95214014134,New,Pakistan,Islamabad,G-9,"29 Avenue 19, G-9",33.766731,73.105622,REST-0021,Ichiban Boshi,Casual Dining,Japanese,1993,Pakistan,Islamabad,F-7,77 Market Rd,33.752069,73.12209,4.2,2020,Yes,Tuna Roll,Japanese,2,11.48,3.67,22.96,3.36,0.0,LUNCHSPECIAL,26.32,7.34,3.29,0.44,1.63,0.99,0.65,26.32,10.4,15.92,4.24,60.49,Credit Card,Paid,RIDER-0084,Lena Tan,31,Yes,3.4,2.9,No,iOS,No,No
FP-002118,2024-02-06,08:06,Feb-2024,Tuesday,Delivered,CUST-00201,David Tan,+81337911187,Loyal,Cambodia,Phnom Penh,BKK1,"108 Block 8, BKK1",11.547507,104.965501,REST-0160,Burger King,Fast Food,American,1953,Cambodia,Phnom Penh,BKK1,55 Market Rd,11.554904,104.974906,3.4,2019,Yes,BBQ Bacon Burger,American,1,7.87,2.04,7.87,2.9,0.0,,10.77,2.04,0.98,0.46,1.3,0.53,0.24,10.77,4.33,6.44,1.83,59.8,Cash on Delivery,Paid,RIDER-0185,Hassan Liu,28,Yes,5.0,2.9,No,Android,No,No
FP-002971,2024-02-06,15:09,Feb-2024,Tuesday,Delivered,CUST-00440,Emma Nguyen,+82861863296,New,Thailand,Chiang Mai,Old City,"142 Lane 9, Old City",18.766037,98.980128,REST-0067,Momo Magic,Fast Food,Nepalese,2017,Thailand,Chiang Mai,Santitham,90 Park Lane,18.760988,99.013761,4.3,2017,No,Dal Bhat,Nepalese,1,9.26,2.82,9.26,2.13,0.0,PANDAPRO,11.39,2.82,1.7,0.53,2.14,0.38,0.23,11.39,5.87,5.52,1.01,48.46,Cash on Delivery,Paid,RIDER-0174,Mei Costa,51,No,3.6,4.6,No,iOS,No,No
